Council/Agency,Region,Site name,Estuary name,Latitude,Longitude,Date sampled ,Indicator,Units,Indicator value
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2016,Copper,mg/kg,22.3
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2016,Lead,mg/kg,36.6
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2016,Mercury,mg/kg,0.16
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2016,Zinc,mg/kg,133
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2016,Mud_content,%,76.7
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2016,Macrofauna,N/A,4.71
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Arsenic,mg/kg,11
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Copper,mg/kg,24
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Lead,mg/kg,37.7
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Mercury,mg/kg,0.17
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Zinc,mg/kg,140
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Mud_content,%,85.9
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2013,Macrofauna,N/A,5.02
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2011,Copper,mg/kg,26.2
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2011,Lead,mg/kg,38.6
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2011,Zinc,mg/kg,146
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2011,Mud_content,%,84
Auckland Council,Auckland,Oakley Creek,Waitematā Harbour (Central),-36.87265794,174.6955521,1/01/2011,Macrofauna,N/A,5.24
Auckland Council,Auckland,Henderson Creek,Waitematā Harbour (Central),-36.81365258,174.6606186,1/01/2022,Mud_content,%,8.2
Auckland Council,Auckland,Hobsonville,Waitematā Harbour (Central),-36.79921801,174.6775787,1/01/2022,Mud_content,%,3.1
Auckland Council,Auckland,Meola Reef,Waitematā Harbour (Central),-36.84530641,174.7172094,1/01/2022,Mud_content,%,10.6
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Arsenic,mg/kg,14
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Copper,mg/kg,13
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Lead,mg/kg,33.3
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Mercury,mg/kg,0.14
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Zinc,mg/kg,170
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Mud_content,%,27.2
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2017,Macrofauna,N/A,4.73
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Arsenic,mg/kg,11.1
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Copper,mg/kg,15.9
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Lead,mg/kg,35.4
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Mercury,mg/kg,0.16
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Zinc,mg/kg,171
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Mud_content,%,23.8
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2012,Macrofauna,N/A,4.85
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2010,Copper,mg/kg,14.7
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2010,Lead,mg/kg,37
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2010,Zinc,mg/kg,168
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2010,Mud_content,%,43.5
Auckland Council,Auckland,Purewa,Waitematā Harbour (Central),-36.86528424,174.8228336,1/01/2010,Macrofauna,N/A,4.7
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Arsenic,mg/kg,8.6
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Copper,mg/kg,17.9
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Lead,mg/kg,27.2
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Mercury,mg/kg,0.17
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Zinc,mg/kg,112
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Mud_content,%,86.5
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2019,Macrofauna,N/A,4.77
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Arsenic,mg/kg,9
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Copper,mg/kg,15.9
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Lead,mg/kg,28.1
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Mercury,mg/kg,0.16
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Zinc,mg/kg,113
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Mud_content,%,87.1
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2017,Macrofauna,N/A,4.61
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Arsenic,mg/kg,8.3
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Copper,mg/kg,15.6
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Lead,mg/kg,27.4
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Mercury,mg/kg,0.17
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Zinc,mg/kg,95
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Mud_content,%,83.6
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2015,Macrofauna,N/A,4.92
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Arsenic,mg/kg,8.5
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Copper,mg/kg,18.9
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Lead,mg/kg,31.5
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Mercury,mg/kg,0.2
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Zinc,mg/kg,113
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Mud_content,%,88.3
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2012,Macrofauna,N/A,4.8
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2010,Copper,mg/kg,17
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2010,Lead,mg/kg,32.3
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2010,Zinc,mg/kg,113
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2010,Mud_content,%,86.9
Auckland Council,Auckland,Shoal Bay Hillcrest,Waitematā Harbour (Central),-36.80104891,174.764069,1/01/2010,Macrofauna,N/A,5.24
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2021,Mud_content,%,6.2
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2021,Macrofauna,N/A,3.28
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2020,Mud_content,%,4
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2020,Macrofauna,N/A,2.98
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2019,Mud_content,%,5.6
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2019,Macrofauna,N/A,2.89
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Arsenic,mg/kg,3.4
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Copper,mg/kg,2.2
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Lead,mg/kg,5.5
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Mercury,mg/kg,0.02
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Zinc,mg/kg,19
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Mud_content,%,8.7
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2018,Macrofauna,N/A,2.91
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2017,Mud_content,%,8.9
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2017,Macrofauna,N/A,3.3
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2016,Mud_content,%,8.2
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2016,Macrofauna,N/A,3.7
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2015,Mud_content,%,5.5
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2015,Macrofauna,N/A,3.03
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2014,Mud_content,%,6.9
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2013,Mud_content,%,9.2
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2012,Mud_content,%,7.2
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2011,Mud_content,%,7.9
Auckland Council,Auckland,Shoal Bay Upper,Waitematā Harbour (Central),-36.80172136,174.7691618,1/01/2010,Mud_content,%,7.2
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Arsenic,mg/kg,7.1
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Copper,mg/kg,5.8
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Lead,mg/kg,15.5
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Mercury,mg/kg,0.11
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Zinc,mg/kg,86
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Mud_content,%,19.5
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2020,Macrofauna,N/A,4.49
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Arsenic,mg/kg,6.9
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Copper,mg/kg,6.4
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Lead,mg/kg,16.4
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Mercury,mg/kg,0.12
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Zinc,mg/kg,90
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Mud_content,%,23.5
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2018,Macrofauna,N/A,4.75
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Arsenic,mg/kg,6.9
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Copper,mg/kg,6.5
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Lead,mg/kg,17.9
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Mercury,mg/kg,0.13
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Zinc,mg/kg,83
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Mud_content,%,21
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2013,Macrofauna,N/A,4.82
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2011,Copper,mg/kg,7.4
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2011,Lead,mg/kg,18.7
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2011,Zinc,mg/kg,85
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2011,Mud_content,%,23.4
Auckland Council,Auckland,Whakataka Bay,Waitematā Harbour (Central),-36.85738243,174.8073018,1/01/2011,Macrofauna,N/A,4.86
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Arsenic,mg/kg,4
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Copper,mg/kg,6
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Lead,mg/kg,10.6
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Mercury,mg/kg,0.05
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Zinc,mg/kg,50
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Mud_content,%,22.4
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2019,Macrofauna,N/A,4.15
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Arsenic,mg/kg,3.1
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Copper,mg/kg,4.3
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Lead,mg/kg,8.5
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Mercury,mg/kg,0.04
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Zinc,mg/kg,40
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Mud_content,%,15
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2017,Macrofauna,N/A,3.71
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Arsenic,mg/kg,2.6
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Copper,mg/kg,4.3
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Lead,mg/kg,8.3
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Mercury,mg/kg,0.03
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Zinc,mg/kg,38
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Mud_content,%,13.6
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2015,Macrofauna,N/A,3.44
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Arsenic,mg/kg,2.8
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Copper,mg/kg,5.1
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Lead,mg/kg,9.2
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Mercury,mg/kg,0.04
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Zinc,mg/kg,43
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Mud_content,%,13
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2012,Macrofauna,N/A,3.76
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2010,Copper,mg/kg,3
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2010,Lead,mg/kg,7.6
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2010,Zinc,mg/kg,33
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2010,Mud_content,%,9.1
Auckland Council,Auckland,Whau Entrance,Waitematā Harbour (Central),-36.85139644,174.6609862,1/01/2010,Macrofauna,N/A,3.37
Auckland Council,Auckland,Whau Lower,Waitematā Harbour (Central),-36.87686267,174.6633552,1/01/2020,Arsenic,mg/kg,11.3
Auckland Council,Auckland,Whau Lower,Waitematā Harbour (Central),-36.87686267,174.6633552,1/01/2020,Copper,mg/kg,25.4
Auckland Council,Auckland,Whau Lower,Waitematā Harbour (Central),-36.87686267,174.6633552,1/01/2020,Lead,mg/kg,37.1
Auckland Council,Auckland,Whau Lower,Waitematā Harbour (Central),-36.87686267,174.6633552,1/01/2020,Mercury,mg/kg,0.17
